Sample,Organism-name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size,GC.,Replicons,WGS,Scaffolds,Genes,Proteins,Release.Date,Cas_genes,Level,GenBank.FTP,crispr,spacers,cas,IE,IF,IC,other/FP,type_other,Cas_genes,acrIE,acrIF,Acr_genes_hom,nb_hits_hom,nb_other_hom,gbaLC,gbaMC_IE,gbaMC_IF,gbaMC_IC,gbaHC_IE,gbaHC_IF,gbaHC_IC,phage
GCF_000341565.1_ASM34156v1,Pseudomonas aeruginosa 18A,18A,SAMEA2272507 ,PRJEB1335,Proteobacteria,Gammaproteobacteria,GCA_000341565.1 ,6.09359,66.4,-,CAQZ01,179,5785,5528,2013/02/12,2019/12/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/565/GCA_000341565.1_ASM34156v1,3,45,1,0,1,0,6,['IIIU'],"[['cas3_TypeI (12531,13871,-)'], ['cas3_TypeI (4819,6195,-)'], ['cas3_TypeI (45477,46826,-)'], ['cas3-cas2_TypeIF (16890,20120,+)', 'cas6_TypeIF (23845,24408,+)', 'csy3_TypeIF (22813,23841,+)', 'cas1_TypeIF (15919,16893,+)', 'csy2_TypeIF (21819,22802,+)', 'csy1_TypeIF (20531,21832,+)'], ['cas3_TypeI (21646,25098,-)'], ['cas3_TypeI (46293,48509,+)'], ['csx3_TypeIIIU (26805,27683,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000342145.1_PA_21_ST175v1,Pseudomonas aeruginosa PA21_ST175,PA21_ST175,SAMN01911283 ,PRJNA186902,Proteobacteria,Gammaproteobacteria,GCA_000342145.1 ,6.88849,66.1,-,AOIH01,90,6663,6487,2013/02/27,2019/10/29,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/145/GCA_000342145.1_PA_21_ST175v1,1,13,0,0,0,0,0,[],[],1,1,"['AcrIE1', 'AcrIF12']",2,0,0,0,0,0,0,0,0,[]
GCF_000359505.1_ASM35950v1,Pseudomonas aeruginosa B136-33,B136-33,SAMN02603669 ,PRJNA185969,Proteobacteria,Gammaproteobacteria,GCA_000359505.1 ,6.42101,66.4,chromosome:NC_020912.1/CP004061.1,-,1,6080,5930,2013/04/09,2019/08/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/505/GCA_000359505.1_ASM35950v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000359565.1_PA45,Pseudomonas aeruginosa PA45,PA45,SAMN02471971 ,PRJNA189678,Proteobacteria,Gammaproteobacteria,GCA_000359565.1 ,6.61595,66.3,-,APMD01,124,6369,6179,2013/04/09,2019/10/29,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/565/GCA_000359565.1_PA45,1,9,0,0,0,0,1,['IIIU'],"[['csx3_TypeIIIU (30296,31174,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000399805.1_Pseudoaeru02,Pseudomonas aeruginosa VRFPA02,VRFPA02,SAMN02472102 ,PRJNA196397,Proteobacteria,Gammaproteobacteria,GCA_000399805.1 ,6.47492,66,-,AQHM01,186,6084,6021,2013/05/16,2014/01/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/399/805/GCA_000399805.1_Pseudoaeru02,0,0,0,0,0,0,6,[],"[['cas3a_TypeI (30637,32556,-)'], ['cas3_TypeI (18332,21784,+)'], ['cas3_TypeI (5540,6910,-)'], ['cas3_TypeI (8447,10018,+)'], ['cas3_TypeI (38415,39764,-)'], ['cas3_TypeI (35725,37101,+)']]",0,1,['AcrIF3'],1,2,0,0,0,0,0,0,0,[]
GCF_000404265.1_Pseu_aeru_PA14_V1,Pseudomonas aeruginosa PA14,PA14,SAMN02596971 ,PRJNA38507,Proteobacteria,Gammaproteobacteria,GCA_000404265.1 ,6.57708,66.1,-,ASWV01,4,6036,5901,2013/05/31,2019/11/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/265/GCA_000404265.1_Pseu_aeru_PA14_V1,2,35,1,0,1,0,0,[],"[['cas6_TypeIF (2642089,2642652,+)', 'cas3-cas2_TypeIF (2635484,2638714,+)', 'csy3_TypeIF (2641057,2642085,+)', 'cas1_TypeIF (2634513,2635487,+)', 'csy2_TypeIF (2640063,2641046,+)', 'csy1_TypeIF (2638772,2640076,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000407905.1_Pseu_aeru_MSH-10_V1,Pseudomonas aeruginosa MSH-10,MSH-10,SAMN02596972 ,PRJNA201849,Proteobacteria,Gammaproteobacteria,GCA_000407905.1 ,6.49744,66.3,-,ASWW01,2,6019,5885,2013/05/31,2019/11/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/905/GCA_000407905.1_Pseu_aeru_MSH-10_V1,2,18,1,0,1,0,0,[],"[['csy1_TypeIF (2140688,2141992,-)', 'csy2_TypeIF (2139718,2140701,-)', 'cas1_TypeIF (2145277,2146251,-)', 'csy3_TypeIF (2138679,2139707,-)', 'cas3-cas2_TypeIF (2142050,2145280,-)', 'cas6_TypeIF (2138112,2138675,-)']]",0,0,[],0,0,2,0,0,0,0,0,0,[]
GCF_000408865.1_Pseu_aeru_PAK_V1,Pseudomonas aeruginosa PAK,PAK,SAMN02596970 ,PRJNA66135,Proteobacteria,Gammaproteobacteria,GCA_000408865.1 ,6.40883,66.4,-,ASWU01,1,5903,5775,2013/05/31,2019/11/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/408/865/GCA_000408865.1_Pseu_aeru_PAK_V1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000412295.1_C_1334,Pseudomonas aeruginosa str. C 1334,C 1334,SAMN02142558 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412295.1 ,6.30257,66.4,-,ASQT01,669,5957,5748,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/295/GCA_000412295.1_C_1334,1,4,1,0,1,0,7,['IIIU'],"[['cas3_TypeI (27076,28425,-)'], ['cas3_TypeI (10761,12332,+)'], ['cas3_TypeI (34941,36281,+)'], ['cas3_TypeI (6923,8299,+)'], ['csy3_TypeIF (7946,8974,+)', 'csy2_TypeIF (6952,7935,+)', 'csy1_TypeIF (5661,6965,+)', 'cas1_TypeIF (1402,2376,+)', 'cas6_TypeIF (8978,9541,+)', 'cas3-cas2_TypeIF (2373,5603,+)'], ['csx3_TypeIIIU (24571,25449,-)'], ['cas3_TypeI (32447,35899,+)'], ['cas3_TypeI (2247,3917,+)']]",0,0,[],0,0,3,0,0,0,0,0,0,[]
GCF_000412355.1_C_763,Pseudomonas aeruginosa str. C 763,C 763,SAMN02142557 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412355.1 ,6.97793,66,-,ASQS01,844,6723,6382,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/355/GCA_000412355.1_C_763,0,0,0,0,0,0,8,"['IIIU', 'ID']","[['cas3_TypeI (11808,13184,-)'], ['cas3_TypeI (2863,6315,+)'], ['csx3_TypeIIIU (18364,19242,-)'], ['cas3_TypeI (3429,4769,-)'], ['cas3_TypeI (19521,20870,-)'], ['cas3_TypeID (24503,30718,-)'], ['cas3a_TypeI (55472,57391,-)'], ['cas3_TypeI (8771,13117,+)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_000412375.1_MSH_3,Pseudomonas aeruginosa str. MSH 3,MSH 3,SAMN02142565 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412375.1 ,6.32051,66.4,-,ASQU01,1240,6141,5806,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/375/GCA_000412375.1_MSH_3,0,0,1,0,1,0,8,['IIIU'],"[['cas3_TypeI (11672,13342,+)'], ['cas3_TypeI (21033,22589,-)'], ['cas3_TypeI (11717,13093,-)'], ['cas3a_TypeI (31227,33146,+)'], ['csx3_TypeIIIU (24574,25452,-)'], ['cas3_TypeI (30016,33468,-)'], ['cas3_TypeI (798,2138,+)'], ['csy3_TypeIF (6974,8002,+)', 'csy1_TypeIF (4689,5993,+)', 'cas3-cas2_TypeIF (1401,4631,+)', 'csy2_TypeIF (5980,6963,+)', 'cas1_TypeIF (430,1404,+)', 'cas6_TypeIF (8006,8569,+)'], ['cas3_TypeI (9248,10597,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000412395.1_E_2,Pseudomonas aeruginosa str. E2UoS,E2UoS,SAMN02142567 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412395.1 ,6.63459,66.2,-,ASQV01,341,6266,6080,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/395/GCA_000412395.1_E_2,0,0,0,0,0,0,8,['IIIU'],"[['csx3_TypeIIIU (18211,19089,-)'], ['cas3_TypeI (25905,29357,+)'], ['cas3_TypeI (34593,36164,-)'], ['cas3a_TypeI (70431,72350,-)'], ['cas3_TypeI (19991,21661,-)'], ['cas3_TypeI (22509,23858,+)'], ['cas3_TypeI (12610,16956,-)'], ['cas3_TypeI (3367,4707,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000412415.1_PA_62,Pseudomonas aeruginosa str. PA 62,PA 62,SAMN02142568 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412415.1 ,6.39325,66.3,-,ASQW01,648,6143,5912,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/415/GCA_000412415.1_PA_62,1,7,1,1,0,0,9,['IIIU'],"[['cas3a_TypeI (12200,14119,+)'], ['cas3_TypeI (10256,11827,+)'], ['cas3_TypeI (6922,8298,+)'], ['cas3_TypeI (72698,74038,+)'], ['cas3_TypeI (12600,16946,-)'], ['cas3_TypeI (19992,21662,-)'], ['csx3_TypeIIIU (24576,25454,-)'], ['cas3_TypeI (53347,54696,-)'], ['cas5_TypeIE (5200,5862,+)', 'cas2_TypeIE (7362,7661,+)', 'cas7_TypeIE (4056,5198,+)', 'cas1_TypeIE (6448,7365,+)', 'cse2_TypeIE (3516,4046,+)', 'cas6_TypeIE (5837,6448,+)', 'cse1_TypeIE (1951,3519,+)'], ['cas5_TypeIE (5200,5862,+)', 'cas2_TypeIE (7362,7661,+)', 'cas7_TypeIE (4056,5198,+)', 'cas3_TypeI (29,1948,+)', 'cse2_TypeIE (3516,4046,+)', 'cas6_TypeIE (5837,6448,+)', 'cse1_TypeIE (1951,3519,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000412435.1_MSH_10,Pseudomonas aeruginosa str. MSH 10,MSH 10,SAMN02142566 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412435.1 ,6.34694,66.4,-,ASQX01,943,6073,5805,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/435/GCA_000412435.1_MSH_10,2,14,1,0,1,0,8,['IIIU'],"[['cas3_TypeI (2817,6269,+)'], ['cas3_TypeI (53997,55667,+)'], ['cas3_TypeI (23590,24939,-)'], ['csx3_TypeIIIU (6084,6962,-)'], ['cas3_TypeI (3355,4695,-)'], ['cas3-cas2_TypeIF (42553,45783,-)', 'csy2_TypeIF (40221,41204,-)', 'cas6_TypeIF (38615,39178,-)', 'cas1_TypeIF (45780,46754,-)', 'csy1_TypeIF (41191,42495,-)', 'csy3_TypeIF (39182,40210,-)'], ['cas3_TypeI (5207,6763,-)'], ['cas3_TypeI (21514,22890,+)'], ['cas3_TypeI (9087,13436,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000412455.1_PA_17,Pseudomonas aeruginosa str. PA 17,PA 17,SAMN02142563 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412455.1 ,6.22289,66.5,-,ASQY01,1245,6077,5748,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/455/GCA_000412455.1_PA_17,1,7,1,0,1,0,8,['IIIU'],"[['cas3_TypeI (12609,16955,-)'], ['cas3_TypeI (3406,4746,-)'], ['csx3_TypeIIIU (4745,5623,+)'], ['cas3_TypeI (19372,21042,+)'], ['cas3_TypeI (2817,6269,+)'], ['cas3_TypeI (22810,24381,+)'], ['cas3_TypeI (9247,10596,-)'], ['cas3_TypeI (11759,13135,-)'], ['cas6_TypeIF (573,1136,-)', 'csy3_TypeIF (1140,1934,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000412475.1_ASM41247v1,Pseudomonas aeruginosa str. J 1532,J 1532,SAMN02142562 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412475.1 ,6.27044,66.2,-,ASQZ01,2544,-,-,2013/06/19,2014/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/475/GCA_000412475.1_ASM41247v1,3,25,2,0,2,0,3,[],"[['cas3_TypeI (7132,8508,-)'], ['cas3_TypeI (11609,13819,+)'], ['cas3_TypeI (434,3886,-)'], ['cas6_TypeIF (1522,2085,+)', 'csy3_TypeIF (490,1518,+)'], ['csy1_TypeIF (508,1812,-)', 'cas1_TypeIF (5097,5771,-)', 'cas3-cas2_TypeIF (1870,5100,-)']]",0,0,[],0,0,2,0,0,0,0,0,0,[]
GCF_000412495.1_PA_17_SmallColonyVariant,Pseudomonas aeruginosa str. PA 17SCV,PA 17(small_colony_variant),SAMN02142564 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412495.1 ,6.17801,66.4,-,ASRA01,1853,6178,5681,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/495/GCA_000412495.1_PA_17_SmallColonyVariant,0,0,1,0,1,0,4,['IIIU'],"[['csx3_TypeIIIU (9410,10288,+)'], ['cas3_TypeI (1755,3326,-)'], ['cas3_TypeI (4271,5647,+)'], ['cas3_TypeI (8876,12328,-)'], ['cas6_TypeIF (262,825,-)', 'csy3_TypeIF (829,1623,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000412515.1_J_1385,Pseudomonas aeruginosa str. J 1385,J 1385,SAMN02142561 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412515.1 ,6.43226,66.1,-,ASRB01,2516,-,-,2013/06/19,2014/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/515/GCA_000412515.1_J_1385,2,8,1,0,1,0,5,[],"[['cas3_TypeI (1724,5176,-)'], ['cas3_TypeI (179,2389,-)'], ['cas3_TypeI (3158,4825,+)'], ['cas3_TypeI (2022,3593,+)'], ['csy3_TypeIF (1135,2163,-)', 'csy2_TypeIF (2174,3157,-)', 'cas3-cas2_TypeIF (4506,7736,-)', 'cas1_TypeIF (7733,8407,-)', 'cas6_TypeIF (568,1131,-)', 'csy1_TypeIF (3144,4448,-)'], ['cas3_TypeI (5317,6444,-)']]",0,1,['AcrIF1'],1,2,3,0,0,0,0,0,0,"['JBD69_NC_030908-gi|YP_009273660.1||1.98e-111', 'JBD69_NC_030908-gi|YP_009273661.1||1.66e-53', 'JBD69_NC_030908-gi|YP_009273662.1||7.41e-54']"
GCF_000412535.1_C_1433,Pseudomonas aeruginosa str. C 1433,C 1433,SAMN02142560 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412535.1 ,6.20162,66.3,-,ASRC01,2020,-,-,2013/06/19,2014/06/16,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/535/GCA_000412535.1_C_1433,2,26,1,0,1,0,7,['IIIU'],"[['cas3a_TypeI (11824,13743,-)'], ['csx3_TypeIIIU (8330,9208,+)'], ['cas3_TypeI (5208,6779,-)'], ['cas3_TypeI (2237,5689,-)'], ['cas1_TypeIF (1529,2503,+)'], ['cas3_TypeI (177,4523,-)'], ['cas3_TypeI (202,1191,+)'], ['cas3_TypeI (22953,24623,+)']]",0,1,['AcrIF12'],1,1,6,0,0,0,0,0,0,[]
GCF_000412555.1_C_1426,Pseudomonas aeruginosa str. C 1426,C 1426,SAMN02142559 ,PRJNA200798,Proteobacteria,Gammaproteobacteria,GCA_000412555.1 ,6.39776,66.4,-,ASRD01,421,6083,5898,2013/06/19,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/555/GCA_000412555.1_C_1426,2,27,1,0,1,0,6,['IIIU'],"[['cas3_TypeI (10000,11349,-)'], ['cas3_TypeI (5711,7282,-)'], ['cas3_TypeI (3455,4795,-)'], ['csx3_TypeIIIU (35445,36323,+)'], ['cas3_TypeI (31194,34646,+)'], ['cas1_TypeIF (56,1030,-)'], ['cas3_TypeI (1973,3643,-)']]",0,2,"['AcrIF11', 'AcrIF12']",2,3,7,0,0,0,0,0,0,['DMS3_NC_008717-gi|YP_950455.1||9.42e-25']
GCF_000414035.1_ASM41403v1,Pseudomonas aeruginosa RP73,RP73,SAMN02603771 ,PRJNA206088,Proteobacteria,Gammaproteobacteria,GCA_000414035.1 ,6.34203,66.5,chromosome:NC_021577.1/CP006245.1,-,1,6031,5862,2013/06/24,2019/08/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/414/035/GCA_000414035.1_ASM41403v1,2,44,1,1,0,0,0,[],"[['cas1_TypeIE (1418250,1419122,+)', 'cas2_TypeIE (1419119,1419418,+)', 'cse2_TypeIE (1415273,1415803,+)', 'cas7_TypeIE (1415813,1416955,+)', 'cas6_TypeIE (1417594,1418205,+)', 'cas3_TypeI (1411033,1413705,+)', 'cse1_TypeIE (1413708,1415276,+)', 'cas5_TypeIE (1416957,1417619,+)']]",0,0,[],0,0,0,4,0,0,0,0,0,[]
GCF_000414255.1_Resistant_454AllContigs,Pseudomonas aeruginosa PAO1-CipR,PAO1-CipR,SAMN02469402 ,PRJNA202063,Proteobacteria,Gammaproteobacteria,GCA_000414255.1 ,5.79812,66.1,-,ASJG01,1677,-,-,2013/06/26,2014/01/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/414/255/GCA_000414255.1_Resistant_454AllContigs,0,0,0,0,0,0,3,['IIIU'],"[['csx3_TypeIIIU (153,1031,+)'], ['cas3_TypeI (2963,4534,+)'], ['cas3_TypeI (74,1423,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000414275.1_Wild_Type_454AllContigs,Pseudomonas aeruginosa PAO1,PAO1,SAMN02469398 ,PRJNA201024,Proteobacteria,Gammaproteobacteria,GCA_000414275.1 ,6.05818,66.4,-,ASJY01,843,6276,5509,2013/06/26,2019/04/02,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/414/275/GCA_000414275.1_Wild_Type_454AllContigs,0,0,0,0,0,0,5,['IIIU'],"[['csx3_TypeIIIU (235,1113,+)'], ['cas3_TypeI (4669,6045,-)'], ['cas3_TypeI (18220,21672,+)'], ['cas3_TypeI (2961,4532,+)'], ['cas3_TypeI (11497,12846,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000439855.1_SOAPdenovo,Pseudomonas aeruginosa LCT-PA220,LCT-PA220,SAMN02469367 ,PRJNA208779,Proteobacteria,Gammaproteobacteria,GCA_000439855.1 ,6.8483,65.9,-,ATJT01,82,6560,6357,2013/07/23,2019/10/29,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/855/GCA_000439855.1_SOAPdenovo,0,0,0,0,0,0,0,[],[],1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_000439875.1_SOAPdenovo,Pseudomonas aeruginosa LCT-PA41,LCT-PA41,SAMN02469364 ,PRJNA208985,Proteobacteria,Gammaproteobacteria,GCA_000439875.1 ,6.851,65.9,-,ATJU01,88,6559,6361,2013/07/23,2019/10/29,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/439/875/GCA_000439875.1_SOAPdenovo,0,0,0,0,0,0,1,[],"[['cas3a_TypeI (1693,3612,-)']]",1,1,"['AcrIE1', 'AcrIF12']",2,2,0,0,0,0,0,0,0,[]
GCF_000455405.1_B3-208,Pseudomonas aeruginosa B3-208,B3-208,SAMEA2272348 ,PRJEB4310,Proteobacteria,Gammaproteobacteria,GCA_000455405.1 ,6.72935,66.2,-,CBMT01,418,6419,6145,2013/08/11,2019/11/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/405/GCA_000455405.1_B3-208,3,40,2,0,2,0,6,['IIIU'],"[['csx3_TypeIIIU (4749,5627,+)'], ['cas6_TypeIF (4380,4943,+)', 'csy2_TypeIF (2354,3337,+)', 'csy3_TypeIF (3348,4376,+)', 'csy1_TypeIF (1066,2367,+)'], ['cas3_TypeI (20049,21719,-)'], ['cas3_TypeI (1926,5378,+)'], ['cas3_TypeI (41212,45561,-)'], ['cas3_TypeI (3425,4765,-)'], ['cas3_TypeI (10286,11857,+)'], ['cas1_TypeIF (910,1884,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000455425.1_B3-CFI,Pseudomonas aeruginosa B3-CFI,B3-CFI,SAMEA2271953 ,PRJEB4312,Proteobacteria,Gammaproteobacteria,GCA_000455425.1 ,6.75191,66.2,-,CBMS01,314,6402,6132,2013/08/11,2019/11/08,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/425/GCA_000455425.1_B3-CFI,3,40,1,0,1,0,6,"['ID', 'IIIU']","[['csx3_TypeIIIU (4818,5696,+)'], ['cas3_TypeID (14066,20281,-)'], ['csy3_TypeIF (7785,8813,+)', 'cas6_TypeIF (8817,9380,+)', 'csy2_TypeIF (6791,7774,+)', 'csy1_TypeIF (5503,6804,+)', 'cas3-cas2_TypeIF (1862,5092,+)', 'cas1_TypeIF (891,1865,+)'], ['cas3_TypeI (20008,21678,-)'], ['cas3_TypeI (78590,82936,-)'], ['cas3_TypeI (3435,4775,-)'], ['cas3_TypeI (10639,11859,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000455505.1_B3-20M,Pseudomonas aeruginosa B3-20M,B3-20M,SAMEA2272763 ,PRJEB4311,Proteobacteria,Gammaproteobacteria,GCA_000455505.1 ,6.72769,66.2,-,CBMU01,338,6391,6116,2013/08/11,2019/11/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/505/GCA_000455505.1_B3-20M,3,40,2,0,2,0,6,"['IIIU', 'ID']","[['csx3_TypeIIIU (4749,5627,+)'], ['cas3_TypeID (13368,19583,-)'], ['cas3_TypeI (85926,87302,-)'], ['csy1_TypeIF (2589,3890,+)', 'cas6_TypeIF (5903,6466,+)', 'csy3_TypeIF (4871,5899,+)', 'csy2_TypeIF (3877,4860,+)', 'cas3-cas2_TypeIF (175,2178,+)'], ['cas3_TypeI (12789,17135,-)'], ['cas3_TypeI (3434,4774,-)'], ['cas3_TypeI (10639,11859,+)'], ['cas1_TypeIF (1084,2058,-)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000455545.1_B3-1811,Pseudomonas aeruginosa B3-1811,B3-1811,SAMEA2272243 ,PRJEB4309,Proteobacteria,Gammaproteobacteria,GCA_000455545.1 ,6.67983,66.2,-,CBMP01,341,6326,6080,2013/08/11,2019/11/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/545/GCA_000455545.1_B3-1811,3,40,2,0,2,0,5,"['IIIU', 'ID']","[['cas3_TypeID (13722,19937,-)'], ['csy2_TypeIF (4071,5054,+)', 'csy1_TypeIF (2783,4084,+)', 'cas3-cas2_TypeIF (30,2372,+)', 'cas6_TypeIF (6097,6660,+)', 'csy3_TypeIF (5065,6093,+)'], ['cas3_TypeI (7947,9617,-)'], ['cas3_TypeI (69343,73692,-)'], ['cas3_TypeI (10288,11859,+)'], ['cas1_TypeIF (894,1868,-)'], ['csx3_TypeIIIU (4820,5698,+)']]",0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000455705.1_ASM45570v1,Pseudomonas aeruginosa WC55,WC55,SAMN02471817 ,PRJNA202929,Proteobacteria,Gammaproteobacteria,GCA_000455705.1 ,6.84418,66.1,-,ATAQ01,342,6672,6441,2013/08/28,2019/10/29,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/705/GCA_000455705.1_ASM45570v1,4,67,2,1,1,0,2,[],"[['csy2_TypeIF (40408,41391,-)', 'csy3_TypeIF (39369,40397,-)', 'cas3-cas2_TypeIF (42740,45970,-)', 'cas6_TypeIF (38802,39365,-)', 'cas1_TypeIF (45967,46941,-)', 'csy1_TypeIF (41378,42682,-)'], ['cas5_TypeIE (14436,15098,-)', 'cas7_TypeIE (15100,16242,-)', 'cas6_TypeIE (13850,14461,-)', 'cas2_TypeIE (13216,13515,-)', 'cse1_TypeIE (16779,18347,-)', 'cse2_TypeIE (16252,16782,-)'], ['cas5_TypeIE (14436,15098,-)', 'cas7_TypeIE (15100,16242,-)', 'cas6_TypeIE (13850,14461,-)', 'cas3_TypeI (18350,21022,-)', 'cas2_TypeIE (13216,13515,-)', 'cse1_TypeIE (16779,18347,-)', 'cse2_TypeIE (16252,16782,-)'], ['cas3a_TypeI (82380,84299,+)']]",2,2,"['AcrIE1', 'AcrIE4-IF7', 'AcrIF12']",3,1,0,1,1,0,0,1,0,"['vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007133.1||2.12e-24', 'vB_PaeP_Tr60_Ab31_NC_023575-gi|YP_009007134.1||4.07e-44']"
GCF_000468555.2_ASM46855v1,Pseudomonas aeruginosa PAO581,PAO581,SAMN02603587 ,PRJNA209856,Proteobacteria,Gammaproteobacteria,GCA_000468555.1 ,6.04397,66.5,chromosome:NC_022361.1/CP006705.1,-,1,5796,5586,2013/09/16,2019/08/27,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/555/GCA_000468555.1_ASM46855v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000468935.2_ASM46893v1,Pseudomonas aeruginosa c7447m,C7447m,SAMN02603588 ,PRJNA209859,Proteobacteria,Gammaproteobacteria,GCA_000468935.1 ,6.2623,66.5,chromosome:NC_022360.1/CP006728.1,-,1,5930,5714,2013/09/16,2019/08/27,Chromosome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/935/GCA_000468935.1_ASM46893v1,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
GCF_000473745.2_ASM47374v3,Pseudomonas aeruginosa VRFPA04,VRFPA04,SAMN02472098 ,PRJNA219238,Proteobacteria,Gammaproteobacteria,GCA_000473745.3 ,6.81803,66.5,chromosome:NZ_CP008739.1/CP008739.2,-,1,6502,5949,2014/06/27,2017/03/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/473/745/GCA_000473745.3_ASM47374v3,0,0,0,0,0,0,0,[],[],0,0,[],0,0,0,0,0,0,0,0,0,[]
